keyword	search_volume	topic	category	cluster_name	main_keyword	keyword_difficulty	cluster_avg_difficulty	position	avg_cluster_position	clicks	impressions	ctr	cover_url	cluster_total_search_volume	has_magicfuse_cover
sfdc health cloud	1900	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	TRUE	21.0	54.1	0.0	-			0.0		10040	NO
health cloud	590	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	36.0	54.1	0.0	-			0.0		10040	NO
salesforce life sciences cloud	480	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	77.0	54.1	0.0	-			0.0		10040	NO
salesforce for healthcare	390	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	32.0	54.1	0.0	-			0.0		10040	NO
salesforce healthcare	390	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	31.0	54.1	0.0	-			0.0		10040	NO
healthcare salesforce	320	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	77.0	54.1	0.0	-			0.0		10040	NO
salesforce and healthcare	320	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	93.0	54.1	0.0	-			0.0		10040	NO
salesforce in healthcare	320	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	36.0	54.1	0.0	-			0.0		10040	NO
life sciences cloud salesforce	210	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	73.0	54.1	0.0	-			0.0		10040	NO
life sciences cloud	170	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	41.0	54.1	0.0	-			0.0		10040	NO
salesforce for life sciences	140	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	92.0	54.1	0.0	-			0.0		10040	NO
salesforce life sciences	140	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	85.0	54.1	0.0	-			0.0		10040	NO
salesforce crm for healthcare	110	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	44.0	54.1	0.0	-			0.0		10040	NO
salesforce crm healthcare	110	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	37.0	54.1	0.0	-			0.0		10040	NO
salesforce health	110	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	68.0	54.1	0.0	-			0.0		10040	NO
salesforce health cloud crm	70	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	51.0	54.1	0.0	-			0.0		10040	NO
salesforce hls	70	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	68.0	54.1	0.0	-			0.0		10040	NO
what is salesforce health cloud	70	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	26.0	54.1	0.0	-			0.0		10040	NO
salesforce healthcare and life sciences	50	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	56.0	54.1	0.0	-			0.0		10040	NO
salesforce healthcare cloud	50	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	68.0	54.1	0.0	-			0.0		10040	NO
life sciences cloud computing	40	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	63.0	54.1	0.0	-			0.0		10040	NO
salesforce health cloud features	40	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	14.0	54.1	0.0	-			0.0		10040	NO
salesforce for healthcare providers	30	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	56.0	54.1	0.0	-			0.0		10040	NO
salesforce life science cloud	30	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	82.0	54.1	0.0	-			0.0		10040	NO
salesforce life sciences cloud data model	30	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	65.0	54.1	0.0	-			0.0		10040	NO
salesforce medical	30	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	65.0	54.1	0.0	-			0.0		10040	NO
what is health cloud	30	Health Cloud	Others	Salesforce Health Cloud Features And Benefits	FALSE	18.0	54.1	0.0	-			0.0		10040	NO
linkedin and salesforce	880	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	59.0	57.5	0.0	36.1			0.0		8230	NO
linkedin in salesforce	880	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	80.0	57.5	0.0	36.1			0.0		8230	NO
salesforce linkedin	880	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	TRUE	90.0	57.5	0.0	36.1			0.0		8230	NO
integrate salesforce with linkedin	480	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	56.0	57.5	0.0	36.1			0.0		8230	NO
linkedin and salesforce integration	480	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	34.0	57.5	27.6	36.1	0	9	0.0	https://magicfuse.co/blog/linkedin-and-salesforce-integration	8230	YES
linkedin salesforce integration	480	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	47.0	57.5	39.2	36.1	0	82	0.0	https://magicfuse.co/blog/linkedin-and-salesforce-integration	8230	YES
sfdc linkedin integration	480	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	29.0	57.5	0.0	36.1			0.0		8230	NO
integrate linkedin with salesforce	390	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	32.0	57.5	0.0	36.1			0.0		8230	NO
salesforce linkedin integration	390	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	45.0	57.5	22.5	36.1	0	35	0.0	https://magicfuse.co/blog/linkedin-and-salesforce-integration	8230	YES
linkedin sales navigator for salesforce	260	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	65.0	57.5	0.0	36.1			0.0		8230	NO
linkedin sales navigator salesforce	260	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	83.0	57.5	0.0	36.1			0.0		8230	NO
salesforce and linkedin sales navigator	260	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	80.0	57.5	0.0	36.1			0.0		8230	NO
linkedin sales navigator salesforce integration	210	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	59.0	57.5	44.0	36.1	0	8	0.0	https://magicfuse.co/blog/linkedin-and-salesforce-integration	8230	YES
navigator salesforce	210	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	9.0	57.5	0.0	36.1			0.0		8230	NO
linkedin sales navigator integration with salesforce	170	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	80.0	57.5	0.0	36.1			0.0		8230	NO
salesforce linkedin sales navigator integration	170	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	80.0	57.5	0.0	36.1			0.0		8230	NO
salesforce navigator	170	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	38.0	57.5	0.0	36.1			0.0		8230	NO
sales navigator linkedin salesforce	170	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	80.0	57.5	0.0	36.1			0.0		8230	NO
salesforce sales navigator	140	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	28.0	57.5	0.0	36.1			0.0		8230	NO
sales navigator and salesforce	140	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	62.0	57.5	0.0	36.1			0.0		8230	NO
salesforce and sales navigator	90	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	62.0	57.5	0.0	36.1			0.0		8230	NO
sales navigator for salesforce	90	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	59.0	57.5	0.0	36.1			0.0		8230	NO
sales navigator salesforce	90	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	74.0	57.5	0.0	36.1			0.0		8230	NO
linkedin navigator for salesforce	70	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	85.0	57.5	0.0	36.1			0.0		8230	NO
linkedin salesforce navigator	70	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	73.0	57.5	0.0	36.1			0.0		8230	NO
sales navigator integration with salesforce	70	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	57.0	57.5	0.0	36.1			0.0		8230	NO
sales navigator salesforce integration	70	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	60.0	57.5	0.0	36.1			0.0		8230	NO
connect linkedin to salesforce	40	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	27.0	57.5	41.4	36.1	0	53	0.0	https://magicfuse.co/blog/linkedin-and-salesforce-integration	8230	YES
linkedin connector salesforce	30	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	45.0	57.5	0.0	36.1			0.0		8230	NO
linkedin sales navigator salesforce setup	30	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	62.0	57.5	0.0	36.1			0.0		8230	NO
linkedin to salesforce	30	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	59.0	57.5	55.3	36.1	0	59	0.0	https://magicfuse.co/blog/linkedin-and-salesforce-integration	8230	YES
salesforce sales navigator integration	30	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	54.0	57.5	0.0	36.1			0.0		8230	NO
salesforce linkedin connector	20	Other / cross-topic	Others	What is LinkedIn Sales Navigator & How Does it Work?	FALSE	45.0	57.5	23.0	36.1	0	5	0.0	https://magicfuse.co/blog/linkedin-and-salesforce-integration	8230	YES
sfdc shield	1900	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	3.0	26.6	0.0	-			0.0		8090	NO
shield in salesforce	1900	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	52.0	26.6	0.0	-			0.0		8090	NO
shield salesforce	1900	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	TRUE	23.0	26.6	0.0	-			0.0		8090	NO
salesforce shield	1600	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	25.0	26.6	0.0	-			0.0		8090	NO
what is salesforce shield	140	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	18.0	26.6	0.0	-			0.0		8090	NO
salesforce shield price	110	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	26.0	26.6	0.0	-			0.0		8090	NO
salesforce shield pricing	110	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	22.0	26.6	0.0	-			0.0		8090	NO
salesforce shield event monitoring	90	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	27.0	26.6	0.0	-			0.0		8090	NO
salesforce shield features	70	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	24.0	26.6	0.0	-			0.0		8090	NO
salesforce shield logo	50	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	35.0	26.6	0.0	-			0.0		8090	NO
salesforce shield implementation guide	40	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	20.0	26.6	0.0	-			0.0		8090	NO
shield monitoring	40	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	22.0	26.6	0.0	-			0.0		8090	NO
salesforce event monitoring cost	30	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	18.0	26.6	0.0	-			0.0		8090	NO
salesforce event monitoring pricing	30	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	57.0	26.6	0.0	-			0.0		8090	NO
salesforce shield cost	30	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	30.0	26.6	0.0	-			0.0		8090	NO
shield event monitoring	30	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	16.0	26.6	0.0	-			0.0		8090	NO
salesforce shield implementation	20	Security, privacy & Shield	Others	Secure Your Apps with Salesforce Shield	FALSE	34.0	26.6	0.0	-			0.0		8090	NO
salesforce erp	1300	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	TRUE	16.0	22.2	0.0	-			0.0		7840	NO
is salesforce erp	880	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	49.0	22.2	0.0	-			0.0		7840	NO
erp and salesforce	720	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	26.0	22.2	0.0	-			0.0		7840	NO
erp for salesforce	720	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	32.0	22.2	0.0	-			0.0		7840	NO
is salesforce an erp	720	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	20.0	22.2	0.0	-			0.0		7840	NO
is salesforce an erp system	720	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	18.0	22.2	0.0	-			0.0		7840	NO
salesforce as an erp	720	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	29.0	22.2	0.0	-			0.0		7840	NO
salesforce enterprise resource planning	720	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	24.0	22.2	0.0	-			0.0		7840	NO
salesforce-erp integration	210	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	24.0	22.2	0.0	-			0.0		7840	NO
salesforce and erp integration	140	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	26.0	22.2	0.0	-			0.0		7840	NO
salesforce erp integration	140	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	12.0	22.2	0.0	-			0.0		7840	NO
salesforce erp system	140	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	26.0	22.2	0.0	-			0.0		7840	NO
salesforce integration erp system	140	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	16.0	22.2	0.0	-			0.0		7840	NO
salesforce integration with erp	140	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	16.0	22.2	0.0	-			0.0		7840	NO
erp software salesforce	90	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	36.0	22.2	0.0	-			0.0		7840	NO
erp systems salesforce	90	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	35.0	22.2	0.0	-			0.0		7840	NO
salesforce is erp or crm	70	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	22.0	22.2	0.0	-			0.0		7840	NO
is salesforce a erp	40	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	38.0	22.2	0.0	-			0.0		7840	NO
is salesforce an erp or crm	30	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	14.0	22.2	0.0	-			0.0		7840	NO
best erp for salesforce	20	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	10.0	22.2	0.0	-			0.0		7840	NO
does salesforce have an erp	20	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	12.0	22.2	0.0	-			0.0		7840	NO
salesforce erp or crm	20	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	13.0	22.2	0.0	-			0.0		7840	NO
salesforce erp software	20	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	12.0	22.2	0.0	-			0.0		7840	NO
salesforce erp solution	20	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	9.0	22.2	0.0	-			0.0		7840	NO
is salesforce an enterprise system	10	Other / cross-topic	Others	Robust ERP is available on Salesforce: ERP 4 Salesforce	FALSE	20.0	22.2	0.0	-			0.0		7840	NO
case salesforce	1000	Other / cross-topic	Others	What is a case in salesforce	FALSE	24.0	25.8	0.0	-			0.0		7760	NO
cases in salesforce	1000	Other / cross-topic	Others	What is a case in salesforce	FALSE	28.0	25.8	0.0	-			0.0		7760	NO
salesforce case	1000	Other / cross-topic	Others	What is a case in salesforce	FALSE	45.0	25.8	0.0	-			0.0		7760	NO
sfdc case	1000	Other / cross-topic	Others	What is a case in salesforce	FALSE	30.0	25.8	0.0	-			0.0		7760	NO
what is a case in salesforce	1000	Other / cross-topic	Others	What is a case in salesforce	TRUE	18.0	25.8	0.0	-			0.0		7760	NO
sfdc cases	880	Other / cross-topic	Others	What is a case in salesforce	FALSE	17.0	25.8	0.0	-			0.0		7760	NO
case management in salesforce	720	Other / cross-topic	Others	What is a case in salesforce	FALSE	31.0	25.8	0.0	-			0.0		7760	NO
salesforce case management	590	Other / cross-topic	Others	What is a case in salesforce	FALSE	35.0	25.8	0.0	-			0.0		7760	NO
what are cases in salesforce	140	Other / cross-topic	Others	What is a case in salesforce	FALSE	28.0	25.8	0.0	-			0.0		7760	NO
what is a salesforce case	140	Other / cross-topic	Others	What is a case in salesforce	FALSE	32.0	25.8	0.0	-			0.0		7760	NO
salesforce case management workflow	50	Other / cross-topic	Others	What is a case in salesforce	FALSE	20.0	25.8	0.0	-			0.0		7760	NO
what is case management in salesforce	40	Other / cross-topic	Others	What is a case in salesforce	FALSE	17.0	25.8	0.0	-			0.0		7760	NO
what is salesforce case management	40	Other / cross-topic	Others	What is a case in salesforce	FALSE	14.0	25.8	0.0	-			0.0		7760	NO
sales cloud case management	30	Sales Cloud	Others	What is a case in salesforce	FALSE	21.0	25.8	0.0	-			0.0		7760	NO
salesforce case management system	30	Other / cross-topic	Others	What is a case in salesforce	FALSE	44.0	25.8	0.0	-			0.0		7760	NO
salesforce case management best practices	20	Other / cross-topic	Others	What is a case in salesforce	FALSE	13.0	25.8	0.0	-			0.0		7760	NO
salesforce case management module	20	Other / cross-topic	Others	What is a case in salesforce	FALSE	28.0	25.8	0.0	-			0.0		7760	NO
salesforce case management process flow	20	Other / cross-topic	Others	What is a case in salesforce	FALSE	10.0	25.8	0.0	-			0.0		7760	NO
salesforce service cloud case management	20	Service Cloud	Others	What is a case in salesforce	FALSE	46.0	25.8	0.0	-			0.0		7760	NO
service cloud case management	20	Service Cloud	Others	What is a case in salesforce	FALSE	14.0	25.8	0.0	-			0.0		7760	NO
salesforce certified marketing cloud	1000	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	71.0	42.9	0.0	14.8			0.0		5980	NO
salesforce marketing certifications	1000	Other / cross-topic	Others	Full list of Salesforce Marketing Certifications	FALSE	57.0	42.9	0.0	14.8			0.0		5980	NO
salesforce marketing cloud certifications	1000	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	TRUE	71.0	42.9	0.0	14.8			0.0		5980	NO
salesforce marketing cloud certification	880	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	65.0	42.9	0.0	14.8			0.0		5980	NO
salesforce marketing certification	720	Other / cross-topic	Others	Full list of Salesforce Marketing Certifications	FALSE	61.0	42.9	0.0	14.8			0.0		5980	NO
marketing cloud certifications	210	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	64.0	42.9	0.0	14.8			0.0		5980	NO
salesforce marketing cloud consultant	210	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	43.0	42.9	0.0	14.8			0.0		5980	NO
consulting salesforce marketing cloud	170	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	2.0	42.9	0.0	14.8			0.0		5980	NO
marketing cloud certification	140	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	52.0	42.9	0.0	14.8			0.0		5980	NO
salesforce certified marketing cloud consultant	110	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	52.0	42.9	0.0	14.8			0.0		5980	NO
sfmc certification	110	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	52.0	42.9	0.0	14.8			0.0		5980	NO
salesforce marketing cloud consultant certification	70	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	41.0	42.9	0.0	14.8			0.0		5980	NO
salesforce marketing cloud experts	70	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	2.0	42.9	9.7	14.8	0	121	0.0	https://magicfuse.co/blog/top-salesforce-marketing-cloud-consultants	5980	YES
certified marketing cloud consultant	50	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	41.0	42.9	0.0	14.8			0.0		5980	NO
marketing cloud consultant	50	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	21.0	42.9	0.0	14.8			0.0		5980	NO
marketing cloud consultant certification	50	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	31.0	42.9	0.0	14.8			0.0		5980	NO
marketing cloud consultants	40	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	4.0	42.9	20.0	14.8	0	37	0.0	https://magicfuse.co/blog/top-salesforce-marketing-cloud-consultants	5980	YES
salesforce marketing cloud certification cost	30	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	16.0	42.9	0.0	14.8			0.0		5980	NO
salesforce marketing cloud certification free	30	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	77.0	42.9	0.0	14.8			0.0		5980	NO
marketing cloud certification path	20	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	25.0	42.9	0.0	14.8			0.0		5980	NO
salesforce marketing cloud certification path	20	Marketing Cloud & MCAE (Pardot)	Others	Full list of Salesforce Marketing Certifications	FALSE	52.0	42.9	0.0	14.8			0.0		5980	NO
what is campaign in salesforce	1000	Other / cross-topic	Others	What is a Salesforce Campaign	TRUE	18.0	38.5	0.0	-			0.0		5400	NO
campaigns in salesforce	880	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	31.0	38.5	0.0	-			0.0		5400	NO
salesforce campaign	880	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	40.0	38.5	0.0	-			0.0		5400	NO
salesforce campaigns	720	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	34.0	38.5	0.0	-			0.0		5400	NO
sfdc campaign	720	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	40.0	38.5	0.0	-			0.0		5400	NO
what are campaigns in salesforce	170	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	45.0	38.5	0.0	-			0.0		5400	NO
what are salesforce campaigns	170	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	39.0	38.5	0.0	-			0.0		5400	NO
what is a salesforce campaign	170	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	40.0	38.5	0.0	-			0.0		5400	NO
campaign management in salesforce	90	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	26.0	38.5	0.0	-			0.0		5400	NO
campaign management salesforce	90	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	45.0	38.5	0.0	-			0.0		5400	NO
managing campaigns in salesforce	90	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	34.0	38.5	0.0	-			0.0		5400	NO
salesforce for marketing campaigns	70	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	42.0	38.5	0.0	-			0.0		5400	NO
salesforce marketing campaign	70	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	51.0	38.5	0.0	-			0.0		5400	NO
marketing campaign salesforce	50	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	51.0	38.5	0.0	-			0.0		5400	NO
marketing campaigns in salesforce	50	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	37.0	38.5	0.0	-			0.0		5400	NO
salesforce campaign best practices	40	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	25.0	38.5	0.0	-			0.0		5400	NO
how to use campaigns in salesforce	30	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	40.0	38.5	0.0	-			0.0		5400	NO
how to use salesforce campaigns	30	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	45.0	38.5	0.0	-			0.0		5400	NO
salesforce ad campaign	20	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	71.0	38.5	0.0	-			0.0		5400	NO
salesforce advertising campaign	20	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	44.0	38.5	0.0	-			0.0		5400	NO
salesforce campaign types	20	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	19.0	38.5	0.0	-			0.0		5400	NO
what can you do with salesforce campaigns	20	Other / cross-topic	Others	What is a Salesforce Campaign	FALSE	30.0	38.5	0.0	-			0.0		5400	NO
salesforce for small businesses	880	Other / cross-topic	Others	Discover the small business CRM that's built for success.	FALSE	50.0	70.0	0.0	-			0.0		4890	NO
salesforce for small companies	880	Other / cross-topic	Others	Discover the small business CRM that's built for success.	FALSE	68.0	70.0	0.0	-			0.0		4890	NO
salesforce small business	880	Other / cross-topic	Others	Discover the small business CRM that's built for success.	TRUE	87.0	70.0	0.0	-			0.0		4890	NO
salesforce for small business	720	Other / cross-topic	Others	Discover the small business CRM that's built for success.	FALSE	42.0	70.0	0.0	-			0.0		4890	NO
salesforce for smb	320	Other / cross-topic	Others	Discover the small business CRM that's built for success.	FALSE	87.0	70.0	0.0	-			0.0		4890	NO
salesforce crm for small business	260	Other / cross-topic	Others	Discover the small business CRM that's built for success.	FALSE	62.0	70.0	0.0	-			0.0		4890	NO
salesforce small business crm	260	Other / cross-topic	Others	Discover the small business CRM that's built for success.	FALSE	53.0	70.0	0.0	-			0.0		4890	NO
salesforce smb	210	Other / cross-topic	Others	Discover the small business CRM that's built for success.	FALSE	95.0	70.0	0.0	-			0.0		4890	NO
salesforce businesses	110	Other / cross-topic	Others	Discover the small business CRM that's built for success.	FALSE	83.0	70.0	0.0	-			0.0		4890	NO
salesforce crm small business	110	Other / cross-topic	Others	Discover the small business CRM that's built for success.	FALSE	87.0	70.0	0.0	-			0.0		4890	NO
salesforce for business	110	Other / cross-topic	Others	Discover the small business CRM that's built for success.	FALSE	56.0	70.0	0.0	-			0.0		4890	NO
salesforce sme	50	Other / cross-topic	Others	Discover the small business CRM that's built for success.	FALSE	68.0	70.0	0.0	-			0.0		4890	NO
salesforce for sme	40	Other / cross-topic	Others	Discover the small business CRM that's built for success.	FALSE	68.0	70.0	0.0	-			0.0		4890	NO
is salesforce good for small business	30	Other / cross-topic	Others	Discover the small business CRM that's built for success.	FALSE	48.0	70.0	0.0	-			0.0		4890	NO
salesforce marketing cloud for small business	30	Marketing Cloud & MCAE (Pardot)	Others	Discover the small business CRM that's built for success.	FALSE	96.0	70.0	0.0	-			0.0		4890	NO
salesforce foundations	2400	Other / cross-topic	Others	The Ultimate Guide to Salesforce Foundations	TRUE	50.0	47.3	0.0	-			0.0		4010	NO
salesforce for grant management	390	Other / cross-topic	Others	The Ultimate Guide to Salesforce Foundations	FALSE	27.0	47.3	0.0	-			0.0		4010	NO
salesforce grants management	390	Other / cross-topic	Others	The Ultimate Guide to Salesforce Foundations	FALSE	20.0	47.3	0.0	-			0.0		4010	NO
salesforce grant management	320	Other / cross-topic	Others	The Ultimate Guide to Salesforce Foundations	FALSE	20.0	47.3	0.0	-			0.0		4010	NO
